inst_hash,base_features_runtime,clauses,variables,cls1,cls2,cls3,cls4,cls5,cls6,cls7,cls8,cls9,cls10p,horn,invhorn,positive,negative,hornvars_mean,hornvars_variance,hornvars_min,hornvars_max,hornvars_entropy,invhornvars_mean,invhornvars_variance,invhornvars_min,invhornvars_max,invhornvars_entropy,balancecls_mean,balancecls_variance,balancecls_min,balancecls_max,balancecls_entropy,balancevars_mean,balancevars_variance,balancevars_min,balancevars_max,balancevars_entropy,vcg_vdegree_mean,vcg_vdegree_variance,vcg_vdegree_min,vcg_vdegree_max,vcg_vdegree_entropy,vcg_cdegree_mean,vcg_cdegree_variance,vcg_cdegree_min,vcg_cdegree_max,vcg_cdegree_entropy,vg_degree_mean,vg_degree_variance,vg_degree_min,vg_degree_max,vg_degree_entropy,cg_degree_mean,cg_degree_variance,cg_degree_min,cg_degree_max,cg_degree_entropy,bytes,ccs
41c39c9a2d75ca50b603ea7c3d86106a,334611,75330,729,102060,51030,180792,0,0,0,0,0,0,244215,193185,27,702,9.55,199.35,3,162,0.77,7.52,52.63,2,81,0.77,0.56,0.09,0,1,0.46,0.83,0.03,0.50,1,0.00,14.35,213.60,3,162,0.77,3.23,0.80,1,4,0.72,49.93,1697.09,7,405,0.77,94.46,3233.92,9,210,0.70,7576062,1,3
4282ea42fd414bfd2c4bf81fe8a43e24,766890,1520,0,0,0,0,0,0,0,76,11634,755180,8208,8484,776,745,53.86,206.77,15,119,0.92,55.67,249.84,14,124,0.91,0.64,0.06,0,1,0.42,0.82,0.00,0.73,1.00,0.13,5037.57,498942.23,3371,8345,0.99,9.98,0.02,8,10,0.07,50306.06,49756617.96,33679,83287,1.00,51287.25,5386597.23,36167,63431,0.95,38023067,1,10
428da12ab8f5f68ae261e6468c2fef73,115644,10440,24,91140,22080,1920,0,0,0,0,0,480,113244,8184,504,85380,23.81,27.82,17,33,0.73,2.94,3.12,0,5,0.54,0.15,0.08,0,1,0.44,0.32,0.12,0.10,0.89,0.00,25.65,33.62,17,34,0.73,2.32,2.17,1,24,0.37,83.38,622.18,42,101,0.73,62.41,1696.47,28,649,0.53,1785603,1,0
431bfb466be51ecd86b321b5cbce6d3c,72538,8918,580,29511,22914,3483,16050,0,0,0,0,0,57216,9440,618,26480,16.65,113.32,0,34,0.86,3.35,6.21,0,9,0.96,0.35,0.10,0,1,0.71,0.48,0.11,0.04,1,0.03,24.95,289.73,0,58,0.79,3.07,1.37,1,5,0.78,87.67,4986.39,0,226,0.82,112.17,4889.91,9,290,0.90,1354869,250,0
4380f8ed143d97a65f8888b2feeddb80,49442,2331,0,49359,1,4,1,4,3,3,5,62,36527,37597,12835,11767,31.34,427.62,0,87,0.96,32.26,428.79,0,87,0.95,0.50,0.25,0,1,0.09,0.05,0.01,0,1,0.91,43.34,498.00,1,88,0.92,2.04,1.78,2,82,0.00,126.21,1616.96,22,256,0.94,112.03,4393.08,4,2301,0.70,606835,1,0
4408f30395fb799e01b34b0dc7ee1d62,9018,329,0,1715,7280,0,0,0,0,14,0,9,8995,23,23,2443,76.81,1990.88,20,125,0.99,0.72,0.20,0,1,0.85,0.36,0.05,0,0.50,0.85,0.05,0.00,0.01,0.11,0.05,77.53,1989.31,21,126,0.99,2.83,0.32,2,14,0.36,228.09,17040.33,61,368,0.99,291.88,8633.33,42,1764,0.49,129492,1,0
44092fcc83a5cba81419e82cfd18602c,415,90,0,405,0,0,0,0,0,0,10,0,328,274,77,131,7.29,5.05,3,9,0.73,6.09,7.64,2,9,0.85,0.49,0.25,0,1,0.29,0.11,0,0.11,0.11,0,10,0,10,10,0,2.17,1.15,2,9,0.16,27,0,27,27,0,21.69,115.23,20,90,0.16,3918,1,0
44ad104c3b0c83b4cfc260583dee2397,1003984,167970,1620,39010,212818,397128,169110,5638,28254,630,420,149356,395934,332518,8658,83614,10.18,159.31,0,223,0.80,7.41,126.12,1,219,0.63,0.43,0.07,0,1,0.77,0.77,0.04,0.12,1,0.00,29.99,1411.85,3,442,0.79,5.02,7.17,1,36,0.61,193.32,110345.33,16,1650,0.78,386.68,190380.25,9,2763,0.85,35000993,1,4
44b249f51321a2bf38f730534b781bec,61745,4592,0,61089,0,0,0,0,656,0,0,0,46147,45844,14993,15296,20.15,258.01,0,101,0.89,20.02,260.42,0,101,0.89,0.50,0.25,0,1,0.25,0.09,0.03,0,1,0.95,27.61,339.37,1,102,0.93,2.05,0.26,2,7,0.08,60.21,1357.48,7,209,0.93,81.92,1138.46,4,714,0.88,789842,7,0
45faf223af97fe9177daa3ad4002cf2f,73097259,16012436,875782,14617490,56421275,218171,84,324,557,310,877636,85630,29916700,45414865,2825039,25916743,4.64,2775.67,0,126265,0.21,8.77,7711.61,0,119213,0.19,0.31,0.07,0,1,0.14,0.91,0.05,0.00,1,0.00,13.34,19344.53,0,253317,0.18,2.92,5.40,1,4973,0.14,63.63,1072684.83,0,2701752,0.26,4276.54,408253306.68,3,1320990,0.45,1837814741,16466,248
4611cd26b441b8c5866e4a2c5a7952dc,15601,800,1,15200,0,0,1,2,3,14,25,355,14801,10401,400,5201,37.00,169.74,18,81,0.91,31.50,49.71,19,64,0.92,0.62,0.23,0,1,0.18,0.17,0.01,0.05,0.41,0.20,44.50,346.24,20,105,0.91,2.28,3.24,1,22,0.06,164.68,11117.25,46,466,0.92,119.31,13065.74,61,1353,0.72,187132,1,0
46e119b7ff8d0781354bfe68139c99b5,756532,259366,862,227628,528042,0,0,0,0,0,0,0,583286,366273,88816,55808,5.86,14.62,1,413,0.36,3.49,12.01,1,412,0.44,0.53,0.11,0,1,0.59,0.86,0.03,0,1,0.27,7.87,50.00,1,824,0.51,2.70,0.21,1,3,0.56,21.84,453.23,1,2470,0.42,38.36,8351.89,1,850,0.55,15959731,2,3
48539e7e4baae6db72cda7e8a9cecfa0,45250851,13053309,3,13908088,31342760,0,0,0,0,0,0,0,23232592,28652124,1061813,10885715,4.27,51245.42,1,89126,0.30,6.08,162952.09,1,170943,0.30,0.44,0.10,0,1,0.60,0.83,0.03,0,1,0.16,9.33,316718.01,1,220385,0.29,2.69,0.21,1,3,0.56,25.87,2573206.47,1,624702,0.28,91387.35,8210846581.50,1,228865,0.56,1092526788,2,143
48ac8814180bdc90bf96a4caea64dae2,56767,2478,1,56685,4,4,2,1,0,0,0,70,42123,42831,14566,13859,34.00,505.73,0,91,0.96,34.57,500.29,0,91,0.95,0.50,0.25,0,1,0.09,0.04,0.01,0,1,0.91,46.72,581.86,1,92,0.91,2.04,1.67,1,81,0.00,133.46,1829.99,26,263,0.95,120.67,4614.77,4,2419,0.71,697598,1,0
4989239fbeb6eb40fc0b664d9ba92636,296954,126976,70,31305,265510,0,0,0,0,0,32,37,100137,211915,3128,75908,2.12,4.65,0,97,0.46,4.90,21.53,0,74,0.52,0.39,0.07,0,1,0.28,0.95,0.01,0.03,1,0.00,6.78,40.87,0,168,0.45,2.90,0.24,1,65,0.19,20.22,365.62,0,497,0.43,37.13,137.76,3,450,0.42,6116790,48044,2
4a6a797c6b4a8055d10b74edda9a5e30,190560,14208,32,156224,31744,0,2048,0,0,0,0,512,188000,10784,544,148032,28.70,84.21,15,42,0.70,3.03,3.67,0,5,0.87,0.13,0.07,0,1,0.39,0.31,0.12,0.09,0.88,0.00,30.57,101.31,15,43,0.70,2.28,2.60,1,32,0.33,104.60,1738.12,38,134,0.70,77.23,3337.19,30,1121,0.45,3053224,1,0
4d2f74ef97b6d40ebd71f85dcb75c543,8960,2240,0,0,0,8960,0,0,0,0,0,0,2803,2803,559,559,5.01,4.55,2,8,0.95,5.01,4.55,2,8,0.95,0.54,0.14,0,1,0.55,1,0,1,1,0,16,0,16,16,0,4,0,4,4,0,64,0,64,64,0,64,0,64,64,0,197264,1,0
4e64ffc14db014d5591f40865376c32a,646176,141429,24,51271,537764,57098,0,0,0,0,4,15,311640,375269,4147,49554,6.43,25.45,0,66,0.66,7.82,30.85,0,57,0.63,0.48,0.04,0,1,0.28,0.95,0.01,0.03,1,0.00,13.75,101.66,0,112,0.63,3.01,0.24,1,65,0.29,42.51,977.51,0,381,0.51,63.65,542.65,3,1256,0.71,14106228,15763,4
4f38f4b005cc54122135c8c21aec4b85,59571,2621,3,59488,3,1,1,1,1,0,1,72,44391,44644,15104,14852,33.87,474.03,0,86,0.95,34.07,403.08,0,87,0.94,0.50,0.25,0,1,0.09,0.04,0.01,0,1,0.90,46.37,480.47,1,87,0.92,2.04,1.85,1,85,0.00,136.57,1499.08,25,257,0.94,115.76,4607.67,4,2587,0.73,734696,1,0
4fd2e4e6ecb4fe8d3f9e1fda81633469,361693,82460,3151,106936,53318,198288,0,0,0,0,0,0,262549,209231,27,3124,9.38,190.86,1,162,0.63,7.44,50.79,1,81,0.67,0.55,0.09,0,1,0.47,0.83,0.03,0,1,0.51,14.19,206.17,1,162,0.61,3.24,0.82,1,4,0.73,49.52,1658.86,1,405,0.57,92.91,3192.68,1,210,0.58,8212433,325,1
4fdcf4248a332c1c9a89d37439c879a9,6991,1040,0,0,1848,3468,1386,289,0,0,0,0,1848,1675,289,1848,5.33,23.92,0,32,0.67,8.33,39.96,0,42,0.84,0.55,0.21,0,1,0.62,0.90,0.01,0.80,1,0.03,27,265.74,0,90,0.81,4.02,0.63,3,6,0.83,112.67,4617.76,0,376,0.81,147.98,2650.31,45,432,0.85,138125,61,0
4fe42891b004d7425631a8edb4252d3f,17600,5248,128,4160,13312,0,0,0,0,0,0,0,8384,13504,51,3149,3.95,7.31,2,18,0.86,6.88,26.38,3,50,0.63,0.53,0.10,0,1,0.57,0.94,0.01,0.50,1,0.01,9.22,47.61,3,66,0.71,2.75,0.20,1,3,0.54,26.02,414.44,5,196,0.71,39.54,765.50,3,132,0.70,284355,1,0
4ffb80a0ad8b753fee1492101ffcbdbb,825728,4608,0,126976,696320,0,0,0,0,0,512,1920,823296,512,512,823296,508.44,439112.69,16,2048,0.98,1,0,1,1,0,0.00,0.00,0,0.03,0.01,0.27,0.09,0.00,0.80,0.99,661.39,702981.02,17,2305,0.98,3.69,369.45,2,514,0.23,68645.33,27007511230.33,41,529929,0.98,6364.13,1744198191.33,34,1184274,0.53,18525409,1,2
524848d379582b63060ed43d3729b9f3,648806,134781,12,51552,540134,57098,0,0,0,0,4,6,313396,377099,4244,48846,6.79,24.16,0,66,0.65,8.24,29.96,0,64,0.61,0.48,0.04,0,1,0.28,0.95,0.01,0.03,1,0.00,14.48,93.45,0,124,0.62,3.01,0.19,1,65,0.29,44.47,894.01,0,415,0.49,63.00,523.44,3,1210,0.70,14384632,8839,2
52be8740aab896317320cd44a5d2af2f,61869,2572,1,61785,0,3,4,0,2,1,2,71,46247,46387,15542,15399,35.96,497.53,0,90,0.95,36.07,514.32,0,89,0.97,0.50,0.25,0,1,0.09,0.03,0.00,0,1,0.89,49.02,567.09,1,90,0.92,2.04,1.59,1,77,0.00,138.20,1798.18,21,255,0.95,123.48,4665.76,4,2538,0.72,762089,1,0
53799aafcd0c684a2adc79400bd35f82,646176,141429,24,51271,537764,57098,0,0,0,0,4,15,311640,375269,4147,49554,6.43,25.45,0,66,0.66,7.82,30.85,0,57,0.63,0.48,0.04,0,1,0.28,0.95,0.01,0.03,1,0.00,13.75,101.66,0,112,0.63,3.01,0.24,1,65,0.29,42.51,977.51,0,381,0.51,63.65,542.65,3,1256,0.71,14106228,15763,3
5437ba8972228ea5531a69a9aa064acc,648806,134781,12,51552,540134,57098,0,0,0,0,4,6,313395,377099,4243,48848,6.79,24.16,0,66,0.65,8.24,29.96,0,64,0.61,0.48,0.04,0,1,0.30,0.95,0.01,0.03,1,0.00,14.48,93.45,0,124,0.62,3.01,0.19,1,65,0.29,44.47,894.01,0,415,0.49,63.00,523.44,3,1210,0.70,14384632,8839,5
54ab5a53d2fdfcda16ec74768b29f901,26625,1800,0,13950,0,12615,0,0,0,0,0,60,26565,960,30,25665,43.53,11605.35,29,871,0.70,2.00,14.50,1,31,0.70,0.03,0.03,0,1,0.04,0.03,0.00,0.03,0.04,0.01,44.53,11605.35,30,872,0.70,3.01,2.64,2,30,0.64,173.13,183212.85,90,3454,0.70,918.66,731849.53,62,1804,0.52,497199,1,0
558113ad4d50130351db8c426230a50f,373505,158758,70,39015,334351,0,0,0,0,0,32,37,125574,266899,3866,95255,2.13,4.54,0,105,0.46,4.93,21.62,0,113,0.53,0.39,0.07,0,1,0.28,0.95,0.01,0.03,1,0.00,6.82,40.93,0,212,0.45,2.90,0.21,1,65,0.19,20.27,364.71,0,625,0.43,37.17,165.20,3,450,0.41,7873367,59724,1
558ce551d2b933b7a5f1c7d2a6044930,22923,945,0,22860,0,0,0,0,0,0,0,63,22860,63,63,22860,48.38,115.82,21,62,0.87,1,0,1,1,0,0,0,0,0,0,0.02,0.00,0.02,0.05,0.04,49.38,115.82,22,63,0.87,2.04,0.46,2,15,0.03,111.76,463.29,57,139,0.87,105.30,1349.52,62,945,0.84,272645,1,0
571a2f223784fb92a53b4cc8cc8b569e,1527,132,0,168,1344,0,0,8,0,7,0,0,819,780,190,210,17.58,195.02,1,42,0.92,16.86,196.12,0,45,0.92,0.40,0.07,0,1,0.36,0.09,0.00,0.02,0.14,0.11,33.88,382.83,8,49,0.97,2.93,0.27,2,8,0.29,102.30,3240.88,27,146,0.97,132.31,1133.62,48,392,0.46,19589,1,0
578b5e6a2f0b295168cb6c5420810a72,10710,526,0,10691,0,0,0,0,0,0,0,19,10691,414,19,10296,40.65,1018.27,1,130,0.81,2.15,0.69,1,4,0.87,0.04,0.04,0,1,0.05,0.35,0.20,0.01,1,0.14,41.30,1043.91,2,131,0.81,2.03,0.45,2,18,0.02,93.00,5061.78,6,278,0.81,135.04,2938.28,5,1133,0.89,122788,1,0
578f9377bfbfcc6ea3a18eb630667956,32525,2547,18,31742,521,216,0,0,0,0,0,28,31760,3923,18,28602,24.93,420.74,1,55,0.68,3.62,8.42,2,19,0.54,0.11,0.09,0,1,0.12,0.18,0.04,0,1,0.68,26.08,429.27,2,56,0.64,2.04,0.26,1,18,0.07,56.53,2026.92,4,129,0.67,86.88,894.19,2,956,0.56,430957,1,0
57c305967b30c503da1737258e6cc7e5,175093,58614,1,116728,58364,0,0,0,0,0,0,0,127002,96052,21408,68375,4.52,76.67,2,543,0.30,4.09,128.20,2,772,0.34,0.38,0.18,0,1,0.61,0.70,0.00,0.33,1,0.00,6.97,230.04,4,1047,0.22,2.33,0.22,1,3,0.58,16.93,1437.76,8,2617,0.22,93.27,40285.21,4,1751,0.61,2935234,1,1
587150fb7b12a6b5dd7e4a9446b9713b,12666,1889,118,1121,8626,144,188,232,289,492,352,1104,6194,4638,1026,1882,9.37,445.92,0,148,0.43,7.10,263.02,0,148,0.46,0.43,0.08,0,1,0.43,0.25,0.03,0,1,0.71,28.06,1532.33,0,343,0.68,4.18,7.76,1,14,0.51,169.45,51015.38,0,2002,0.67,345.93,36448.88,1,1504,0.83,284870,714,0
5918f1624d4dfd964227356786a4e9ec,279099,41328,306,74826,194463,9216,0,0,0,0,0,288,234720,46080,10089,73152,15.22,952.09,3,105,0.54,3.71,4.67,2,11,0.29,0.35,0.05,0,1,0.56,0.58,0.02,0.20,1,0.00,18.85,1089.64,5,115,0.56,2.79,1.07,1,31,0.45,59.86,13118.91,12,391,0.54,213.98,29862.43,6,3530,0.55,5060663,1,2
5a72cb588bcda7b1b54a1eac6b19ab2e,64659736,14140522,783655,13119796,49688876,203903,80,304,521,290,785284,77027,26611771,40063847,2522992,23010717,4.67,2515.11,0,110591,0.21,8.76,7090.86,0,104051,0.19,0.31,0.07,0,1,0.15,0.91,0.06,0.00,1,0.00,13.36,17725.18,0,221915,0.18,2.92,5.47,1,4637,0.14,64.05,1030269.91,0,2506026,0.27,3915.38,321822669.62,3,1207756,0.45,1614993858,15438,269
5b3d8a4465726adfcb58b9cdb1cc33f1,59684,2550,1,59601,0,2,2,3,1,2,1,71,44740,44741,14864,14864,35.09,526.77,0,96,0.96,35.09,560.08,0,96,0.95,0.50,0.25,0,1,0.09,0.04,0.00,0,1,0.91,47.73,640.73,1,96,0.93,2.04,1.69,1,86,0.00,136.82,1959.73,15,276,0.95,124.69,4849.36,4,2533,0.72,734464,1,1
5dc5185101e1d439d14f0a04acfa9bfb,15424,4608,128,3648,11648,0,0,0,0,0,0,0,7360,11840,68,2748,3.94,6.91,2,16,0.86,6.86,22.84,3,44,0.64,0.53,0.10,0,1,0.57,0.94,0.01,0.50,1,0.01,9.19,41.35,3,58,0.72,2.75,0.21,1,3,0.54,25.94,358.30,5,172,0.72,37.61,590.38,3,116,0.71,247946,1,0
5f6861053fb4ed4fc0b997cd6b505ef4,440000,165000,0,0,440000,0,0,0,0,0,0,0,220030,219970,55015,54985,4.00,2.01,2,6,0.95,4.00,2.01,2,6,0.95,0.38,0.05,0,0.50,0.81,1,0,1,1,0,8,0,8,8,0,3,0,3,3,0,24,0,24,24,0,24,0,24,24,0,9891112,1,2
62c763bdf8d351b15df3a4d62a03eba0,845072,260359,1,390412,454658,0,0,0,0,0,0,1,585484,649997,3,65026,5.25,258.69,2,514,0.77,5.99,64.93,2,258,0.69,0.69,0.10,0,1,0.40,0.79,0.02,0.00,1,0.00,8.24,260.62,4,514,0.52,2.54,0.33,1,257,0.50,21.97,1711.70,9,1285,0.49,101.21,53673.65,9,1794,0.60,16501159,1,3
63159b6b10c3d6832bd5944e05d78b11,27256,700,0,24437,0,0,0,0,0,0,0,2819,24437,2819,2819,24437,69.82,63.23,47,100,0.89,220.53,4211.31,109,343,0.97,0,0,0,0,0,0.35,0.02,0.15,0.85,0.53,290.35,4243.00,169,424,0.97,7.46,263.39,2,80,0.18,12420.63,13020381.68,6137,19237,1.00,2274.06,25341588.89,342,24468,0.81,883567,1,0
644fd765d26bd4a380922ccd0f594c58,1223,26095,0,1067,28,128,0,0,0,0,0,0,1061,449,162,774,0.08,0.24,0,5,0.10,0.05,0.08,0,3,0.12,0.23,0.18,0,1,0.30,0.51,0.06,0.20,1,0.03,0.10,0.38,0,6,0.10,2.23,0.39,2,4,0.40,0.25,2.17,0,14,0.07,8.24,6.88,5,18,0.79,19784,25313,1
6549f23728c52d5319f30371ff709622,82032556,17997155,972489,16185881,63571191,232439,88,344,593,330,974580,94621,33402897,51091748,3142598,28985965,4.62,3050.15,0,142963,0.20,8.78,8348.70,0,135399,0.19,0.31,0.07,0,1,0.14,0.91,0.05,0.00,1,0.00,13.33,21021.73,0,286767,0.17,2.92,5.33,1,5309,0.14,63.25,1114491.24,0,2897478,0.26,4650.93,511867027.77,3,1437808,0.44,2089615478,17494,124
65b1e2253626af4a72b954f8186a5880,21948078,4722359,296467,5107245,16105039,111161,54,174,287,160,296926,30565,9547390,13224380,937807,8099278,4.93,1148.83,0,33670,0.23,8.65,3462.25,0,30458,0.21,0.31,0.07,0,1,0.16,0.90,0.06,0.01,1,0.00,13.53,8566.90,0,67722,0.20,2.91,6.23,1,2453,0.18,68.37,717685.91,0,1233807,0.29,1882.65,46450574.85,3,559095,0.51,527474764,8756,69
670a24d73dbadd3073e9604c6ef903d1,536648,134680,0,8,4128,532512,0,0,0,0,0,0,167682,167662,34075,34065,4.96,4.49,2,8,0.56,4.96,4.49,2,8,0.61,0.54,0.14,0,1,0.46,1,0,1,1,0,15.91,0.61,6,16,0.07,3.99,0.01,2,4,0.04,63.54,15.20,16,64,0.07,63.66,10.15,12,64,0.07,15379002,1,2
67904554c73addf89fe675bd8e494641,64331,2604,1,64247,2,1,0,2,0,3,0,75,48935,47600,15316,16649,37.58,677.42,0,98,0.96,36.56,648.84,0,97,0.96,0.50,0.25,0,1,0.09,0.04,0.01,0,1,0.88,50.32,810.18,1,98,0.91,2.04,1.57,1,87,0.00,141.36,2441.89,27,281,0.95,135.27,5175.39,4,2586,0.70,795083,1,0
67a5b7ccde980b37576b993c79e176b0,60627520,13246826,739309,12397376,46479210,196769,78,294,503,280,740830,72871,25027197,37510446,2377786,21618880,4.68,2390.02,0,103138,0.21,8.76,6786.65,0,96854,0.19,0.31,0.07,0,1,0.15,0.91,0.06,0.00,1,0.00,13.37,16937.11,0,206982,0.18,2.92,5.51,1,4469,0.15,64.28,1008768.56,0,2408163,0.27,3739.73,284383178.11,3,1152483,0.46,1508596796,14924,91
685d37e93ba26197925353e58026ae10,27150271,5861110,358824,6145568,20123619,125429,58,194,323,180,359430,36646,11674231,16457435,1139025,9944563,4.88,1323.70,0,42688,0.22,8.68,3973.62,0,38964,0.20,0.31,0.07,0,1,0.16,0.90,0.06,0.01,1,0.00,13.50,9827.36,0,85812,0.20,2.91,6.07,1,2789,0.17,67.45,772868.91,0,1429533,0.28,2160.82,66270116.82,3,649033,0.50,654746585,9784,90
68649ac2830edad5d0dc7e3d13935132,33758,800,0,31882,0,0,0,0,0,0,0,1876,31882,1876,1876,31882,79.70,63.58,50,106,0.89,128.42,1448.08,57,207,0.98,0,0,0,0,0,0.65,0.03,0.28,1,0.59,208.13,1521.07,120,289,0.97,4.93,148.89,2,78,0.10,7309.45,4509635.39,3352,11653,1.00,1062.59,7203189.21,258,17344,0.76,773566,1,0
6aacae96461cb65176942b6dc88ea470,1513,39805,0,1319,32,162,0,0,0,0,0,0,1313,538,200,975,0.07,0.19,0,5,0.08,0.04,0.06,0,3,0.10,0.22,0.17,0,1,0.29,0.50,0.05,0.20,1,0.02,0.08,0.31,0,6,0.08,2.24,0.39,2,4,0.40,0.20,1.79,0,14,0.06,8.30,6.88,5,19,0.77,24926,38845,0
6b2ccabf0304af478a558b8a333ced32,4172104,1436378,2142,1217700,2952262,0,0,0,0,0,0,0,3256034,1997029,495056,241560,5.95,18.99,1,1053,0.32,3.42,15.39,1,1052,0.42,0.54,0.11,0,1,0.57,0.87,0.02,0,1,0.24,7.86,65.14,1,2104,0.47,2.71,0.21,1,3,0.55,21.89,585.99,1,6310,0.39,43.71,31297.12,1,2130,0.49,95782779,2,15
6bb485770dbc3943ea84933a03131958,648806,134781,12,51552,540134,57098,0,0,0,0,4,6,313397,377099,4245,48844,6.79,24.16,0,66,0.65,8.24,29.96,0,64,0.61,0.48,0.04,0,1,0.28,0.95,0.01,0.03,1,0.00,14.48,93.45,0,124,0.62,3.01,0.19,1,65,0.29,44.47,894.01,0,415,0.49,63.00,523.44,3,1210,0.70,14384632,8839,2
6d67f76f114db9801952ed155e745e16,12704,3808,128,3008,9568,0,0,0,0,0,0,0,6080,9760,61,2275,3.93,6.42,2,14,0.78,6.83,18.49,3,38,0.61,0.53,0.10,0,1,0.57,0.94,0.01,0.50,1,0.01,9.15,33.66,3,50,0.70,2.74,0.21,1,3,0.55,25.81,289.40,5,148,0.70,35.19,406.16,3,96,0.76,202485,1,0
6dca14e1af1795565d1e502ddc7d376b,35887010,7780787,460947,7835693,26934373,146831,64,224,377,210,461796,46495,15204449,21918125,1469932,13018507,4.81,1609.20,0,58135,0.22,8.71,4773.19,0,53643,0.20,0.31,0.07,0,1,0.15,0.90,0.06,0.01,1,0.00,13.45,11816.01,0,116787,0.19,2.92,5.86,1,3293,0.16,66.28,849170.58,0,1723122,0.28,2601.10,107736994.61,3,790660,0.49,871072458,11326,79
6e31e88a5dadaa3876eb5ff4293134c2,56719873,12381374,696108,11692712,43373967,189635,76,284,485,270,697524,68812,23488028,35038599,2236461,20267865,4.70,2268.36,0,95941,0.21,8.75,6486.54,0,89913,0.19,0.31,0.07,0,1,0.15,0.91,0.06,0.00,1,0.00,13.38,16163.28,0,192561,0.18,2.92,5.55,1,4301,0.15,64.52,987023.99,0,2310300,0.27,3567.36,250455246.83,3,1098106,0.46,1405542547,14410,87
6e5efd19744842d1fa5415173bffbf6b,720000,270000,0,0,720000,0,0,0,0,0,0,0,359646,360354,89823,90177,4.00,2.00,2,6,0.95,4.00,2.00,2,6,0.95,0.38,0.05,0,0.50,0.81,1,0,1,1,0,8,0,8,8,0,3,0,3,3,0,24,0,24,24,0,24,0,24,24,0,16751112,1,2
6e9cae5108bd423666c73aaace197769,248804,60534,10811,62456,29737,145800,0,0,0,0,0,0,175904,146167,30,10781,8.53,150.44,1,162,0.67,7.06,42.39,1,81,0.69,0.51,0.09,0,1,0.51,0.81,0.06,0,1,0.59,13.35,172.06,1,162,0.66,3.25,0.95,1,4,0.76,47.26,1496.36,1,405,0.58,85.22,2980.16,1,210,0.66,5631819,2513,1
705f6075b27775e03daf6e8d781cb953,1128758,636737,1,752506,376251,0,0,0,0,0,0,0,810393,607792,144714,463080,2.64,2.05,0,7,0.87,2.41,1.88,0,5,0.89,0.36,0.18,0,1,0.60,0.77,0.04,0.50,1,0.00,4.14,4.03,2,9,0.82,2.33,0.22,1,3,0.58,10.05,24.86,5,22,0.82,11.92,22.38,3,23,0.86,21507962,1,5
70af2c3bfd44bcf9baa2a9605f4a17fe,7479,1444,33,277,1128,78,846,295,352,432,546,3492,1180,1010,231,319,2.73,41.70,0,55,0.39,2.64,48.68,0,104,0.44,0.55,0.07,0,1,0.74,0.33,0.05,0,1,0.61,44.35,35713.43,10,4536,0.70,8.56,16.50,1,16,0.93,465.26,4870985.93,66,50736,0.87,7275.16,40658497.70,37,15792,0.93,315963,1,0
70ce0cff914efdc48f2a8fe86b5c68c6,164976,12432,0,134960,27776,0,1792,0,0,0,0,448,162736,9408,448,127792,28.41,92.04,14,42,0.87,3.03,3.67,0,5,0.87,0.13,0.07,0,1,0.39,0.28,0.09,0.09,0.75,0.00,30.29,110.19,14,43,0.87,2.28,2.63,2,32,0.38,104.04,1813.19,36,133,0.87,77.43,3352.74,28,1120,0.55,2602334,1,0
711ff7681711949f44b07a0d530dc729,373402,158780,70,39011,334252,0,0,0,0,0,32,37,125552,266804,3860,95232,2.13,4.56,0,98,0.47,4.93,21.57,0,86,0.52,0.39,0.07,0,1,0.29,0.95,0.01,0.03,1,0.00,6.82,40.87,0,176,0.45,2.90,0.21,1,65,0.19,20.26,364.12,0,511,0.44,37.14,149.80,3,450,0.41,7871359,59772,1
71270454196ae092b28d0a74300a85e1,27517,755,0,2099,25260,37,121,0,0,0,0,0,27357,161,160,27356,105.92,1166.99,24,158,0.95,1.01,0.01,1,3,0.03,0.00,0.00,0,1,0.00,0.01,0.00,0.01,0.04,0.08,106.93,1167.40,25,160,0.95,2.93,0.09,2,5,0.22,317.02,10379.79,73,477,0.97,345.74,5248.43,90,639,0.86,441172,1,1
71758ed7637888d4fd4593ec820677bc,33552,800,0,31882,0,0,0,0,0,0,0,1670,31882,1670,1670,31882,79.70,63.58,50,106,0.89,115.25,1189.58,46,188,0.97,0,0,0,0,0,0.69,0.03,0.31,1,0.57,194.95,1254.78,117,272,0.97,4.65,136.38,2,79,0.10,6626.02,3741262.38,2677,10772,1.00,936.13,5771077.25,250,16493,0.75,732501,1,1
71bca76153c6ee65b72a517fd658a42d,10984,3587,111,1121,8596,84,98,112,170,222,112,358,5319,5354,1410,1453,4.20,199.99,0,148,0.24,4.24,201.36,0,148,0.23,0.41,0.08,0,1,0.32,0.23,0.04,0,1,0.79,10.53,805.07,0,343,0.30,3.44,3.65,1,14,0.36,47.36,17610.34,0,2002,0.29,299.09,32618.02,1,1468,0.73,218987,2919,0
71cf538aa0751d27f144de9c8d82e458,115620,10440,0,91140,22080,1920,0,0,0,0,0,480,113220,8160,480,85380,23.80,27.81,17,33,0.90,2.94,3.11,0,4,0.83,0.15,0.08,0,1,0.44,0.32,0.12,0.10,0.89,0.00,25.64,33.61,17,34,0.90,2.32,2.17,2,24,0.43,83.38,622.10,42,100,0.90,62.41,1696.14,34,648,0.66,1785433,1,1
